SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID,SalesPersonID,TerritoryID,BillToAddressID,ShipToAddressID,ShipMethodID,CreditCardID,CreditCardApprovalCode,CurrencyRateID,SubTotal,TaxAmt,Freight,TotalDue,Comment,ModifiedDate
SO68670,NULL,10-4030-023462,23462,NULL,1,13332,13332,1,4924,640769Vi25847,NULL,567.76,45.4208,14.194,627.3748,NULL,04/27/08,,,,,,,
SO68671,NULL,10-4030-023471,23471,NULL,4,13069,13069,1,3918,740773Vi20645,NULL,600.46,48.0368,15.0115,663.5083,NULL,04/27/08,,,,,,,
SO68672,NULL,10-4030-023718,23718,NULL,4,28456,28456,1,4225,540792Vi22234,NULL,567.76,45.4208,14.194,627.3748,NULL,04/27/08,,,,,,,
SO68673,NULL,10-4030-024705,24705,NULL,10,24571,24571,1,3819,1242374Vi20115,11639,1155.48,92.4384,28.887,1276.8054,NULL,04/27/08,,,,,,,
SO68674,NULL,10-4030-027894,27894,NULL,10,20908,20908,1,4889,542591Vi25666,11639,548.98,43.9184,13.7245,606.6229,NULL,04/27/08,,,,,,,
SO68675,NULL,10-4030-023443,23443,NULL,7,14415,14415,1,17250,642594Vi89561,NULL,722.77,57.8216,18.0693,798.6609,NULL,04/27/08,,,,,,,
SO68676,NULL,10-4030-016203,16203,NULL,7,12101,12101,1,18434,1143071Vi95771,NULL,2461.03,196.8824,61.5258,2719.4382,NULL,04/27/08,,,,,,,
SO68677,NULL,10-4030-014325,14325,NULL,9,29853,29853,1,NULL,NULL,11634,806.32,64.5056,20.158,890.9836,NULL,04/27/08,,,,,,,
SO68678,NULL,10-4030-013108,13108,NULL,9,27325,27325,1,8636,943361Vi44587,11634,1274.33,101.9464,31.8583,1408.1347,NULL,04/27/08,,,,,,,
SO68679,NULL,10-4030-012705,12705,NULL,9,25154,25154,1,1225,843596Vi6204,11634,2428.05,194.244,60.7013,2682.9953,NULL,04/27/08,,,,,,,
SO68680,NULL,10-4030-012706,12706,NULL,9,22121,22121,1,6628,1043597Vi34501,11634,2448.04,195.8432,61.201,2705.0842,NULL,04/27/08,,,,,,,
SO68681,NULL,10-4030-013012,13012,NULL,9,26470,26470,1,3729,1043612Vi19671,11634,2452.04,196.1632,61.301,2709.5042,NULL,04/27/08,,,,,,,
SO68682,NULL,10-4030-013075,13075,NULL,9,26369,26369,1,11832,943616Vi61147,11634,2477.53,198.2024,61.9383,2737.6707,NULL,04/27/08,,,,,,,
SO68683,NULL,10-4030-017259,17259,NULL,9,14990,14990,1,11892,416173Vi61462,11645,826.46,66.1168,20.6615,913.2383,NULL,04/28/08,,,,,,,
SO68684,NULL,10-4030-014209,14209,NULL,9,28173,28173,1,18302,316899Vi95044,11645,29.98,2.3984,0.7495,33.1279,NULL,04/28/08,,,,,,,
SO68685,NULL,10-4030-024453,24453,NULL,9,17938,17938,1,10767,1017435Vi55581,11645,60.47,4.8376,1.5118,66.8194,NULL,04/28/08,,,,,,,
SO68686,NULL,10-4030-013158,13158,NULL,9,25366,25366,1,12028,818201Vi62162,11645,78.98,6.3184,1.9745,87.2729,NULL,04/28/08,,,,,,,
SO68687,NULL,10-4030-013794,13794,NULL,10,16176,16176,1,5372,319618Vi28124,11650,2369.97,189.5976,59.2493,2618.8169,NULL,04/28/08,,,,,,,
SO68688,NULL,10-4030-018625,18625,NULL,10,28194,28194,1,10255,1220234Vi52933,11650,572.26,45.7808,14.3065,632.3473,NULL,04/28/08,,,,,,,
SO68689,NULL,10-4030-011638,11638,NULL,4,22272,22272,1,13440,220616Vi69624,NULL,2.29,0.1832,0.0573,2.5305,NULL,04/28/08,,,,,,,
SO68690,NULL,10-4030-029257,29257,NULL,4,22602,22602,1,10786,1021345Vi55658,NULL,165.28,13.2224,4.132,182.6344,NULL,04/28/08,,,,,,,
SO68691,NULL,10-4030-014077,14077,NULL,6,23420,23420,1,5969,121675Vi31081,11647,49.48,3.9584,1.237,54.6754,NULL,04/28/08,,,,,,,
SO68692,NULL,10-4030-027988,27988,NULL,4,15983,15983,1,14034,821737Vi72779,NULL,7.28,0.5824,0.182,8.0444,NULL,04/28/08,,,,,,,
SO68693,NULL,10-4030-028252,28252,NULL,4,11866,11866,1,7368,1021780Vi38166,NULL,4.99,0.3992,0.1248,5.514,NULL,04/28/08,,,,,,,
SO68694,NULL,10-4030-027922,27922,NULL,1,19548,19548,1,3656,1121952Vi19280,NULL,60.47,4.8376,1.5118,66.8194,NULL,04/28/08,,,,,,,
SO68695,NULL,10-4030-011784,11784,NULL,6,25101,25101,1,8020,321968Vi41526,11647,32.27,2.5816,0.8068,35.6584,NULL,04/28/08,,,,,,,
SO68696,NULL,10-4030-014363,14363,NULL,6,11754,11754,1,19234,122720Vi99973,11647,38.88,3.1104,0.972,42.9624,NULL,04/28/08,,,,,,,
SO68697,NULL,10-4030-023335,23335,NULL,1,26723,26723,1,13066,1023115Vi67612,NULL,32.28,2.5824,0.807,35.6694,NULL,04/28/08,,,,,,,
SO68698,NULL,10-4030-023741,23741,NULL,1,26905,26905,1,16361,723222Vi84604,NULL,32.6,2.608,0.815,36.023,NULL,04/28/08,,,,,,,
SO68699,NULL,10-4030-021687,21687,NULL,4,21531,21531,1,14084,1023376Vi73061,NULL,23.97,1.9176,0.5993,26.4869,NULL,04/28/08,,,,,,,
SO68700,NULL,10-4030-012936,12936,NULL,6,24073,24073,1,218,623832Vi1124,11647,123.98,9.9184,3.0995,136.9979,NULL,04/28/08,,,,,,,
SO68701,NULL,10-4030-022350,22350,NULL,1,16409,16409,1,16839,1123898Vi87251,NULL,14.98,1.1984,0.3745,16.5529,NULL,04/28/08,,,,,,,
SO68702,NULL,10-4030-020098,20098,NULL,4,21093,21093,1,13126,1024532Vi67968,NULL,68.49,5.4792,1.7123,75.6815,NULL,04/28/08,,,,,,,
SO68703,NULL,10-4030-018119,18119,NULL,4,29502,29502,1,NULL,NULL,NULL,13.98,1.1184,0.3495,15.4479,NULL,04/28/08,,,,,,,
SO68704,NULL,10-4030-017679,17679,NULL,1,20083,20083,1,1236,824761Vi6266,NULL,39.98,3.1984,0.9995,44.1779,NULL,04/28/08,,,,,,,
SO68705,NULL,10-4030-014504,14504,NULL,6,20501,20501,1,11316,624927Vi58338,11647,69.99,5.5992,1.7498,77.339,NULL,04/28/08,,,,,,,
SO68706,NULL,10-4030-017382,17382,NULL,4,13218,13218,1,15738,1225332Vi81328,NULL,29.48,2.3584,0.737,32.5754,NULL,04/28/08,,,,,,,
SO68707,NULL,10-4030-015401,15401,NULL,4,28869,28869,1,17098,1025531Vi88808,NULL,39.98,3.1984,0.9995,44.1779,NULL,04/28/08,,,,,,,
SO68708,NULL,10-4030-016719,16719,NULL,4,21919,21919,1,7109,1125579Vi36869,NULL,39.98,3.1984,0.9995,44.1779,NULL,04/28/08,,,,,,,
SO68709,NULL,10-4030-025664,25664,NULL,8,22638,22638,1,15535,928279Vi80257,NULL,27.77,2.2216,0.6943,30.6859,NULL,04/28/08,,,,,,,
SO68710,NULL,10-4030-024125,24125,NULL,7,11690,11690,1,8172,628408Vi42350,NULL,13.98,1.1184,0.3495,15.4479,NULL,04/28/08,,,,,,,
SO68711,NULL,10-4030-011566,11566,NULL,7,29648,29648,1,NULL,NULL,NULL,48.97,3.9176,1.2243,54.1119,NULL,04/28/08,,,,,,,
SO68712,NULL,10-4030-011638,11638,NULL,4,22272,22272,1,13440,229423Vi69624,NULL,74.98,5.9984,1.8745,82.8529,NULL,04/28/08,,,,,,,
SO68713,NULL,10-4030-013535,13535,NULL,10,21835,21835,1,9782,629986Vi50387,11650,14.98,1.1984,0.3745,16.5529,NULL,04/28/08,,,,,,,
SO68714,NULL,10-4030-012517,12517,NULL,8,16907,16907,1,11160,1030046Vi57579,NULL,8.99,0.7192,0.2248,9.934,NULL,04/28/08,,,,,,,
SO68715,NULL,10-4030-016108,16108,NULL,1,23918,23918,1,713,1036084Vi3659,NULL,633.96,50.7168,15.849,700.5258,NULL,04/28/08,,,,,,,
SO68716,NULL,10-4030-018392,18392,NULL,6,28972,28972,1,4573,536554Vi23970,11647,2342.93,187.4344,58.5733,2588.9377,NULL,04/28/08,,,,,,,
SO68717,NULL,10-4030-014911,14911,NULL,6,16919,16919,1,1436,736618Vi7348,11647,867.97,69.4376,21.6993,959.1069,NULL,04/28/08,,,,,,,
SO68718,NULL,10-4030-016753,16753,NULL,1,20427,20427,1,5598,437223Vi29319,NULL,2319.99,185.5992,57.9998,2563.589,NULL,04/28/08,,,,,,,
SO68719,NULL,10-4030-016755,16755,NULL,1,28423,28423,1,360,1237224Vi1796,NULL,2316.97,185.3576,57.9243,2560.2519,NULL,04/28/08,,,,,,,
SO68720,NULL,10-4030-015587,15587,NULL,9,12514,12514,1,11240,738202Vi57977,11645,2351.96,188.1568,58.799,2598.9158,NULL,04/28/08,,,,,,,
SO68721,NULL,10-4030-026661,26661,NULL,9,21250,21250,1,16332,938398Vi84454,11645,1129.48,90.3584,28.237,1248.0754,NULL,04/28/08,,,,,,,
SO68722,NULL,10-4030-015438,15438,NULL,9,19995,19995,1,6579,938717Vi34205,11645,1717.26,137.3808,42.9315,1897.5723,NULL,04/28/08,,,,,,,
SO68723,NULL,10-4030-025010,25010,NULL,9,25545,25545,1,4042,938793Vi21269,11645,539.99,43.1992,13.4998,596.689,NULL,04/28/08,,,,,,,
SO68724,NULL,10-4030-021945,21945,NULL,9,28712,28712,1,7916,1039212Vi40975,11645,2443.35,195.468,61.0838,2699.9018,NULL,04/28/08,,,,,,,
SO68725,NULL,10-4030-029278,29278,NULL,4,19240,19240,1,4380,540182Vi22986,NULL,777.34,62.1872,19.4335,858.9607,NULL,04/28/08,,,,,,,
SO68726,NULL,10-4030-027459,27459,NULL,4,14863,14863,1,14407,140243Vi74672,NULL,2503.03,200.2424,62.5758,2765.8482,NULL,04/28/08,,,,,,,
SO68727,NULL,10-4030-027407,27407,NULL,1,16886,16886,1,6748,240272Vi35091,NULL,2419.06,193.5248,60.4765,2673.0613,NULL,04/28/08,,,,,,,
SO68728,NULL,10-4030-027427,27427,NULL,4,26061,26061,1,16803,1140275Vi87021,NULL,2419.06,193.5248,60.4765,2673.0613,NULL,04/28/08,,,,,,,
SO68729,NULL,10-4030-015304,15304,NULL,6,16315,16315,1,11863,1040285Vi61254,11647,2473.04,197.8432,61.826,2732.7092,NULL,04/28/08,,,,,,,
SO68730,NULL,10-4030-023407,23407,NULL,4,20718,20718,1,3719,1140794Vi19620,NULL,561.48,44.9184,14.037,620.4354,NULL,04/28/08,,,,,,,
SO68731,NULL,10-4030-023214,23214,NULL,4,17408,17408,1,6774,941093Vi35287,NULL,628.97,50.3176,15.7243,695.0119,NULL,04/28/08,,,,,,,
SO68732,NULL,10-4030-018344,18344,NULL,4,25111,25111,1,9654,241980Vi49732,NULL,1759.97,140.7976,43.9993,1944.7669,NULL,04/28/08,,,,,,,
SO68733,NULL,10-4030-020878,20878,NULL,7,27817,27817,1,843,942037Vi4282,NULL,1155.48,92.4384,28.887,1276.8054,NULL,04/28/08,,,,,,,
SO68734,NULL,10-4030-029461,29461,NULL,9,22556,22556,1,4701,1043159Vi24642,11645,777.34,62.1872,19.4335,858.9607,NULL,04/28/08,,,,,,,
SO68735,NULL,10-4030-014667,14667,NULL,9,28463,28463,1,6316,943162Vi32809,11645,806.32,64.5056,20.158,890.9836,NULL,04/28/08,,,,,,,
SO68736,NULL,10-4030-012684,12684,NULL,9,26166,26166,1,8687,643578Vi44842,11645,2433.04,194.6432,60.826,2688.5092,NULL,04/28/08,,,,,,,
SO68737,NULL,10-4030-012687,12687,NULL,9,19868,19868,1,1176,243581Vi5980,11645,2384.07,190.7256,59.6018,2634.3974,NULL,04/28/08,,,,,,,
SO68738,NULL,10-4030-012999,12999,NULL,9,25668,25668,1,14418,1043605Vi74722,11645,2419.06,193.5248,60.4765,2673.0613,NULL,04/28/08,,,,,,,
SO68739,NULL,10-4030-014517,14517,NULL,9,18714,18714,1,3197,1217132Vi16812,11656,28.98,2.3184,0.7245,32.0229,NULL,04/29/08,,,,,,,
SO68740,NULL,10-4030-015237,15237,NULL,9,13349,13349,1,8568,917164Vi44325,11656,31.27,2.5016,0.7818,34.5534,NULL,04/29/08,,,,,,,
SO68741,NULL,10-4030-011921,11921,NULL,9,17998,17998,1,13270,617857Vi68814,11656,26.97,2.1576,0.6743,29.8019,NULL,04/29/08,,,,,,,
SO68742,NULL,10-4030-022956,22956,NULL,9,27263,27263,1,15480,617996Vi79952,11656,64.47,5.1576,1.6118,71.2394,NULL,04/29/08,,,,,,,
SO68743,NULL,10-4030-011467,11467,NULL,9,19206,19206,1,3987,618328Vi21024,11656,22.93,1.8344,0.5733,25.3377,NULL,04/29/08,,,,,,,
SO68744,NULL,10-4030-015206,15206,NULL,9,18123,18123,1,300,1018542Vi1522,11656,34.99,2.7992,0.8748,38.664,NULL,04/29/08,,,,,,,
SO68745,NULL,10-4030-018262,18262,NULL,9,12137,12137,1,13922,618558Vi72205,11656,59.48,4.7584,1.487,65.7254,NULL,04/29/08,,,,,,,
SO68746,NULL,10-4030-017500,17500,NULL,9,12868,12868,1,15858,918934Vi81941,11656,120,9.6,3,132.6,NULL,04/29/08,,,,,,,
SO68747,NULL,10-4030-017960,17960,NULL,10,19135,19135,1,5986,619515Vi31158,11661,819.48,65.5584,20.487,905.5254,NULL,04/29/08,,,,,,,
SO68748,NULL,10-4030-014158,14158,NULL,10,28150,28150,1,10642,1219590Vi54851,11661,2398.47,191.8776,59.9618,2650.3094,NULL,04/29/08,,,,,,,
SO68749,NULL,10-4030-019253,19253,NULL,10,12362,12362,1,10092,1120204Vi52017,11661,539.99,43.1992,13.4998,596.689,NULL,04/29/08,,,,,,,
SO68750,NULL,10-4030-015655,15655,NULL,8,18828,18828,1,18789,220236Vi97641,NULL,572.26,45.7808,14.3065,632.3473,NULL,04/29/08,,,,,,,
SO68751,NULL,10-4030-026267,26267,NULL,4,27931,27931,1,5208,1221229Vi27242,NULL,21.49,1.7192,0.5373,23.7465,NULL,04/29/08,,,,,,,
SO68752,NULL,10-4030-026612,26612,NULL,4,15276,15276,1,9424,221876Vi48601,NULL,58.47,4.6776,1.4618,64.6094,NULL,04/29/08,,,,,,,
SO68753,NULL,10-4030-012936,12936,NULL,6,24073,24073,1,218,621877Vi1124,11658,68.97,5.5176,1.7243,76.2119,NULL,04/29/08,,,,,,,
SO68754,NULL,10-4030-018884,18884,NULL,6,24516,24516,1,16226,122945Vi83933,11658,56.96,4.5568,1.424,62.9408,NULL,04/29/08,,,,,,,
SO68755,NULL,10-4030-023517,23517,NULL,1,29247,29247,1,NULL,NULL,NULL,78.96,6.3168,1.974,87.2508,NULL,04/29/08,,,,,,,
SO68756,NULL,10-4030-020535,20535,NULL,4,17208,17208,1,15249,1123666Vi78868,NULL,14.98,1.1984,0.3745,16.5529,NULL,04/29/08,,,,,,,
SO68757,NULL,10-4030-020536,20536,NULL,4,12596,12596,1,5417,523669Vi28404,NULL,23.97,1.9176,0.5993,26.4869,NULL,04/29/08,,,,,,,
SO68758,NULL,10-4030-013201,13201,NULL,6,28076,28076,1,636,323794Vi3271,11658,9.99,0.7992,0.2498,11.039,NULL,04/29/08,,,,,,,
SO68759,NULL,10-4030-020112,20112,NULL,4,17433,17433,1,12774,323960Vi66057,NULL,78.98,6.3184,1.9745,87.2729,NULL,04/29/08,,,,,,,
SO68760,NULL,10-4030-018872,18872,NULL,1,28341,28341,1,8659,1224317Vi44691,NULL,78.98,6.3184,1.9745,87.2729,NULL,04/29/08,,,,,,,
SO68761,NULL,10-4030-013936,13936,NULL,6,26898,26898,1,15109,324507Vi78168,11658,118.96,9.5168,2.974,131.4508,NULL,04/29/08,,,,,,,
SO68762,NULL,10-4030-011619,11619,NULL,6,19459,19459,1,16780,424568Vi86906,11658,119.98,9.5984,2.9995,132.5779,NULL,04/29/08,,,,,,,
SO68763,NULL,10-4030-026686,26686,NULL,6,15800,15800,1,8057,925605Vi41749,11658,39.98,3.1984,0.9995,44.1779,NULL,04/29/08,,,,,,,
SO68764,NULL,10-4030-016152,16152,NULL,4,18330,18330,1,9395,125613Vi48397,NULL,64.47,5.1576,1.6118,71.2394,NULL,04/29/08,,,,,,,
SO68765,NULL,10-4030-014513,14513,NULL,4,18641,18641,1,6808,125775Vi35494,NULL,4.99,0.3992,0.1248,5.514,NULL,04/29/08,,,,,,,
SO68766,NULL,10-4030-015741,15741,NULL,4,19974,19974,1,11256,1225816Vi58052,NULL,89.97,7.1976,2.2493,99.4169,NULL,04/29/08,,,,,,,
SO68767,NULL,10-4030-021856,21856,NULL,10,17042,17042,1,11105,427202Vi57288,11661,24.99,1.9992,0.6248,27.614,NULL,04/29/08,,,,,,,
SO68768,NULL,10-4030-020898,20898,NULL,8,18364,18364,1,10824,727653Vi55849,NULL,51.97,4.1576,1.2993,57.4269,NULL,04/29/08,,,,,,,
SO68769,NULL,10-4030-023946,23946,NULL,8,21178,21178,1,4670,227695Vi24494,NULL,53.98,4.3184,1.3495,59.6479,NULL,04/29/08,,,,,,,
SO68770,NULL,10-4030-026847,26847,NULL,8,27081,27081,1,16547,827766Vi85697,NULL,60.47,4.8376,1.5118,66.8194,NULL,04/29/08,,,,,,,
SO68771,NULL,10-4030-028544,28544,NULL,8,14301,14301,1,5558,1127986Vi29102,NULL,33.98,2.7184,0.8495,37.5479,NULL,04/29/08,,,,,,,
SO68772,NULL,10-4030-020897,20897,NULL,7,12411,12411,1,3336,128110Vi17587,NULL,88.97,7.1176,2.2243,98.3119,NULL,04/29/08,,,,,,,
SO68773,NULL,10-4030-026908,26908,NULL,7,14750,14750,1,17230,728513Vi89429,NULL,36.27,2.9016,0.9068,40.0784,NULL,04/29/08,,,,,,,
SO68774,NULL,10-4030-024719,24719,NULL,8,26865,26865,1,9578,1228548Vi49377,NULL,68.97,5.5176,1.7243,76.2119,NULL,04/29/08,,,,,,,
SO68775,NULL,10-4030-026840,26840,NULL,7,14352,14352,1,15379,428565Vi79434,NULL,33.98,2.7184,0.8495,37.5479,NULL,04/29/08,,,,,,,
SO68776,NULL,10-4030-018172,18172,NULL,10,22486,22486,1,434,1028947Vi2199,11661,39.98,3.1984,0.9995,44.1779,NULL,04/29/08,,,,,,,
SO68777,NULL,10-4030-013824,13824,NULL,8,29164,29164,1,NULL,NULL,NULL,4.99,0.3992,0.1248,5.514,NULL,04/29/08,,,,,,,
SO68778,NULL,10-4030-012916,12916,NULL,6,11744,11744,1,2166,729729Vi11282,11658,42.28,3.3824,1.057,46.7194,NULL,04/29/08,,,,,,,
SO68779,NULL,10-4030-013236,13236,NULL,4,15211,15211,1,16940,829753Vi87804,NULL,21.98,1.7584,0.5495,24.2879,NULL,04/29/08,,,,,,,
SO68780,NULL,10-4030-012887,12887,NULL,4,18401,18401,1,2359,1230007Vi12277,NULL,21.98,1.7584,0.5495,24.2879,NULL,04/29/08,,,,,,,
SO68781,NULL,10-4030-012921,12921,NULL,4,12815,12815,1,5276,137237Vi27581,NULL,2359.98,188.7984,58.9995,2607.7779,NULL,04/29/08,,,,,,,
SO68782,NULL,10-4030-017780,17780,NULL,7,21018,21018,1,17706,937475Vi91884,NULL,792.34,63.3872,19.8085,875.5357,NULL,04/29/08,,,,,,,
SO68783,NULL,10-4030-012615,12615,NULL,10,25716,25716,1,537,137637Vi2776,11661,1249.84,99.9872,31.246,1381.0732,NULL,04/29/08,,,,,,,
SO68784,NULL,10-4030-016566,16566,NULL,7,17985,17985,1,10444,837641Vi53863,NULL,1228.83,98.3064,30.7208,1357.8572,NULL,04/29/08,,,,,,,
SO68785,NULL,10-4030-027154,27154,NULL,8,28675,28675,1,11414,1037644Vi58859,NULL,1228.83,98.3064,30.7208,1357.8572,NULL,04/29/08,,,,,,,
SO68786,NULL,10-4030-013007,13007,NULL,9,17701,17701,1,6679,538227Vi34768,11656,2349.98,187.9984,58.7495,2596.7279,NULL,04/29/08,,,,,,,
SO68787,NULL,10-4030-026563,26563,NULL,9,29591,29591,1,NULL,NULL,11656,1174.48,93.9584,29.362,1297.8004,NULL,04/29/08,,,,,,,
SO68788,NULL,10-4030-026133,26133,NULL,9,26622,26622,1,12741,438396Vi65868,11656,1155.48,92.4384,28.887,1276.8054,NULL,04/29/08,,,,,,,
SO68789,NULL,10-4030-021231,21231,NULL,9,28996,28996,1,1918,438757Vi9956,11656,1754.98,140.3984,43.8745,1939.2529,NULL,04/29/08,,,,,,,
SO68790,NULL,10-4030-026021,26021,NULL,9,27887,27887,1,15919,1238785Vi82260,11656,1134.47,90.7576,28.3618,1253.5894,NULL,04/29/08,,,,,,,
SO68791,NULL,10-4030-015179,15179,NULL,9,19419,19419,1,9544,739172Vi49177,11656,2373.47,189.8776,59.3368,2622.6844,NULL,04/29/08,,,,,,,
SO68792,NULL,10-4030-021877,21877,NULL,9,16142,16142,1,10921,339242Vi56297,11656,2443.35,195.468,61.0838,2699.9018,NULL,04/29/08,,,,,,,
SO68793,NULL,10-4030-012580,12580,NULL,9,12740,12740,1,14245,1039531Vi73861,11656,539.99,43.1992,13.4998,596.689,NULL,04/29/08,,,,,,,
SO68794,NULL,10-4030-025362,25362,NULL,4,17916,17916,1,17615,840177Vi91436,NULL,751.34,60.1072,18.7835,830.2307,NULL,04/29/08,,,,,,,
SO68795,NULL,10-4030-027527,27527,NULL,4,25307,25307,1,9331,1240249Vi48104,NULL,2443.55,195.484,61.0888,2700.1228,NULL,04/29/08,,,,,,,
SO68796,NULL,10-4030-027273,27273,NULL,4,13646,13646,1,4825,540301Vi25351,NULL,2419.06,193.5248,60.4765,2673.0613,NULL,04/29/08,,,,,,,
SO68797,NULL,10-4030-021629,21629,NULL,6,26508,26508,1,5200,541102Vi27204,11658,574.98,45.9984,14.3745,635.3529,NULL,04/29/08,,,,,,,
SO68798,NULL,10-4030-021485,21485,NULL,1,27541,27541,1,17975,241590Vi93245,NULL,1149.47,91.9576,28.7368,1270.1644,NULL,04/29/08,,,,,,,
SO68799,NULL,10-4030-018559,18559,NULL,1,13858,13858,1,3845,841962Vi20253,NULL,1735.98,138.8784,43.3995,1918.2579,NULL,04/29/08,,,,,,,
SO68800,NULL,10-4030-018350,18350,NULL,4,28635,28635,1,11067,1041981Vi57115,NULL,1735.98,138.8784,43.3995,1918.2579,NULL,04/29/08,,,,,,,
SO68801,NULL,10-4030-018431,18431,NULL,4,15356,15356,1,952,341995Vi4778,NULL,1754.98,140.3984,43.8745,1939.2529,NULL,04/29/08,,,,,,,
SO68802,NULL,10-4030-018226,18226,NULL,1,28059,28059,1,41,442019Vi178,NULL,1725.98,138.0784,43.1495,1907.2079,NULL,04/29/08,,,,,,,
SO68803,NULL,10-4030-022712,22712,NULL,7,22838,22838,1,10835,142579Vi55894,NULL,574.98,45.9984,14.3745,635.3529,NULL,04/29/08,,,,,,,
SO68804,NULL,10-4030-024121,24121,NULL,8,26574,26574,1,10719,842582Vi55354,NULL,539.99,43.1992,13.4998,596.689,NULL,04/29/08,,,,,,,
SO68805,NULL,10-4030-011423,11423,NULL,8,28892,28892,1,14080,1043062Vi73031,NULL,2393.06,191.4448,59.8265,2644.3313,NULL,04/29/08,,,,,,,
SO68806,NULL,10-4030-011427,11427,NULL,8,22931,22931,1,17520,643065Vi90985,NULL,2418.05,193.444,60.4513,2671.9453,NULL,04/29/08,,,,,,,
SO68807,NULL,10-4030-011439,11439,NULL,7,15273,15273,1,17408,843078Vi90466,NULL,2419.06,193.5248,60.4765,2673.0613,NULL,04/29/08,,,,,,,
SO68808,NULL,10-4030-029465,29465,NULL,9,20235,20235,1,10098,843165Vi52037,11656,791.32,63.3056,19.783,874.4086,NULL,04/29/08,,,,,,,
SO68809,NULL,10-4030-014238,14238,NULL,9,19353,19353,1,3446,343362Vi18171,11656,1249.84,99.9872,31.246,1381.0732,NULL,04/29/08,,,,,,,
SO68810,NULL,10-4030-012699,12699,NULL,9,29806,29806,1,NULL,NULL,11656,2384.07,190.7256,59.6018,2634.3974,NULL,04/29/08,,,,,,,
SO68811,NULL,10-4030-011151,11151,NULL,9,23146,23146,1,13204,243589Vi68481,11656,2393.06,191.4448,59.8265,2644.3313,NULL,04/29/08,,,,,,,
SO68812,NULL,10-4030-013956,13956,NULL,9,21256,21256,1,2108,716926Vi10987,11667,32.27,2.5816,0.8068,35.6584,NULL,04/30/08,,,,,,,
SO68813,NULL,10-4030-012249,12249,NULL,9,14582,14582,1,6058,416973Vi31487,11667,64.97,5.1976,1.6243,71.7919,NULL,04/30/08,,,,,,,
SO68814,NULL,10-4030-017072,17072,NULL,9,12224,12224,1,3397,717124Vi17898,11667,49.48,3.9584,1.237,54.6754,NULL,04/30/08,,,,,,,
SO68815,NULL,10-4030-014073,14073,NULL,9,14896,14896,1,15537,217185Vi80260,11667,117.96,9.4368,2.949,130.3458,NULL,04/30/08,,,,,,,
SO68816,NULL,10-4030-025211,25211,NULL,9,24660,24660,1,2667,617805Vi13842,11667,79.47,6.3576,1.9868,87.8144,NULL,04/30/08,,,,,,,
