SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID,SalesPersonID,TerritoryID,BillToAddressID,ShipToAddressID,ShipMethodID,CreditCardID,CreditCardApprovalCode,CurrencyRateID,SubTotal,TaxAmt,Freight,TotalDue,Comment,ModifiedDate
58701,3,11/27/2007,12-09-2007,12-04-2007,5,1,SO58701,NULL,10-4030-014277,14277,NULL,9,25967,25967,1,9326,843390Vi48073,10039,805.33,64.4264,20.1333,889.8897,NULL,12-04-2007
58702,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58702,NULL,10-4030-023573,23573,NULL,9,27403,27403,1,11801,1116086Vi61032,10050,1155.48,92.4384,28.887,1276.8054,NULL,12-05-2007
58703,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58703,NULL,10-4030-024922,24922,NULL,9,26389,26389,1,5793,116105Vi30238,10050,1145.48,91.6384,28.637,1265.7554,NULL,12-05-2007
58704,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58704,NULL,10-4030-013404,13404,NULL,10,25795,25795,1,14577,216299Vi75584,10055,2369.96,189.5968,59.249,2618.8058,NULL,12-05-2007
58705,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58705,NULL,10-4030-012402,12402,NULL,10,23970,23970,1,12151,916321Vi62817,10055,2391.96,191.3568,59.799,2643.1158,NULL,12-05-2007
58706,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58706,NULL,10-4030-013769,13769,NULL,7,18392,18392,1,7911,416371Vi40943,NULL,2354.99,188.3992,58.8748,2602.264,NULL,12-05-2007
58707,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58707,NULL,10-4030-028786,28786,NULL,1,12000,12000,1,6314,616726Vi32799,10052,127.95,10.236,3.1988,141.3848,NULL,12-05-2007
58708,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58708,NULL,10-4030-011276,11276,NULL,6,24521,24521,1,1246,316872Vi6323,10052,34.99,2.7992,0.8748,38.664,NULL,12-05-2007
58709,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58709,NULL,10-4030-012414,12414,NULL,1,15568,15568,1,17427,417090Vi90576,NULL,120,9.6,3,132.6,NULL,12-05-2007
58710,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58710,NULL,10-4030-017494,17494,NULL,9,23585,23585,1,6557,517499Vi34067,10050,56.97,4.5576,1.4243,62.9519,NULL,12-05-2007
58711,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58711,NULL,10-4030-025109,25109,NULL,9,23682,23682,1,14749,617870Vi76437,10050,4.99,0.3992,0.1248,5.514,NULL,12-05-2007
58712,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58712,NULL,10-4030-023650,23650,NULL,9,19072,19072,1,8956,617913Vi46166,10050,39.98,3.1984,0.9995,44.1779,NULL,12-05-2007
58713,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58713,NULL,10-4030-022853,22853,NULL,9,17685,17685,1,16425,718018Vi84986,10050,39.99,3.1992,0.9998,44.189,NULL,12-05-2007
58714,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58714,NULL,10-4030-022964,22964,NULL,9,14344,14344,1,11516,1018131Vi59444,10050,123.98,9.9184,3.0995,136.9979,NULL,12-05-2007
58715,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58715,NULL,10-4030-012678,12678,NULL,9,26917,26917,1,10326,518269Vi53303,10050,92.97,7.4376,2.3243,102.7319,NULL,12-05-2007
58716,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58716,NULL,10-4030-024268,24268,NULL,9,19713,19713,1,10744,1018365Vi55450,10050,49.97,3.9976,1.2493,55.2169,NULL,12-05-2007
58717,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58717,NULL,10-4030-011074,11074,NULL,9,16960,16960,1,16071,618742Vi83097,10050,8.99,0.7192,0.2248,9.934,NULL,12-05-2007
58718,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58718,NULL,10-4030-014074,14074,NULL,9,20658,20658,1,17369,719083Vi90222,10050,32.6,2.608,0.815,36.023,NULL,12-05-2007
58719,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58719,NULL,10-4030-021822,21822,NULL,10,11605,11605,1,1685,819405Vi8618,10055,564.99,45.1992,14.1248,624.314,NULL,12-05-2007
58720,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58720,NULL,10-4030-012960,12960,NULL,4,21517,21517,1,11789,620745Vi60961,NULL,8.99,0.7192,0.2248,9.934,NULL,12-05-2007
58721,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58721,NULL,10-4030-027219,27219,NULL,4,15775,15775,1,12911,920893Vi66761,NULL,67.49,5.3992,1.6873,74.5765,NULL,12-05-2007
58722,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58722,NULL,10-4030-013267,13267,NULL,6,27916,27916,1,18783,1221211Vi97612,10052,4.99,0.3992,0.1248,5.514,NULL,12-05-2007
58723,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58723,NULL,10-4030-028015,28015,NULL,1,15262,15262,1,9133,421331Vi47136,NULL,29.48,2.3584,0.737,32.5754,NULL,12-05-2007
58724,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58724,NULL,10-4030-028256,28256,NULL,1,22580,22580,1,18766,121727Vi97514,NULL,29.48,2.3584,0.737,32.5754,NULL,12-05-2007
58725,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58725,NULL,10-4030-027033,27033,NULL,1,15522,15522,1,9178,421741Vi47379,NULL,29.48,2.3584,0.737,32.5754,NULL,12-05-2007
58726,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58726,NULL,10-4030-025954,25954,NULL,4,25477,25477,1,3102,921866Vi16306,NULL,27.28,2.1824,0.682,30.1444,NULL,12-05-2007
58727,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58727,NULL,10-4030-017360,17360,NULL,6,14815,14815,1,7259,622662Vi37687,10052,35.23,2.8184,0.8808,38.9292,NULL,12-05-2007
58728,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58728,NULL,10-4030-022977,22977,NULL,4,22949,22949,1,13377,1223267Vi69319,NULL,69.97,5.5976,1.7493,77.3169,NULL,12-05-2007
58729,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58729,NULL,10-4030-021713,21713,NULL,4,24620,24620,1,7989,1223336Vi41386,NULL,14.98,1.1984,0.3745,16.5529,NULL,12-05-2007
58730,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58730,NULL,10-4030-023379,23379,NULL,1,17545,17545,1,15733,1123558Vi81311,NULL,14.98,1.1984,0.3745,16.5529,NULL,12-05-2007
58731,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58731,NULL,10-4030-021773,21773,NULL,1,29216,29216,1,NULL,NULL,NULL,14.98,1.1984,0.3745,16.5529,NULL,12-05-2007
58732,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58732,NULL,10-4030-020698,20698,NULL,4,19221,19221,1,16652,323641Vi86238,NULL,23.97,1.9176,0.5993,26.4869,NULL,12-05-2007
58733,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58733,NULL,10-4030-012760,12760,NULL,6,23270,23270,1,12165,223872Vi62873,10052,119.98,9.5984,2.9995,132.5779,NULL,12-05-2007
58734,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58734,NULL,10-4030-017397,17397,NULL,4,11784,11784,1,4574,324787Vi23971,NULL,39.98,3.1984,0.9995,44.1779,NULL,12-05-2007
58735,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58735,NULL,10-4030-026350,26350,NULL,6,19562,19562,1,18011,1225118Vi93446,10052,4.99,0.3992,0.1248,5.514,NULL,12-05-2007
58736,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58736,NULL,10-4030-016006,16006,NULL,4,16170,16170,1,8648,925202Vi44652,NULL,39.98,3.1984,0.9995,44.1779,NULL,12-05-2007
58737,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58737,NULL,10-4030-015514,15514,NULL,1,17383,17383,1,5828,1125436Vi30404,NULL,124.99,9.9992,3.1248,138.114,NULL,12-05-2007
58738,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58738,NULL,10-4030-014659,14659,NULL,4,27651,27651,1,145,725732Vi772,NULL,39.98,3.1984,0.9995,44.1779,NULL,12-05-2007
58739,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58739,NULL,10-4030-014587,14587,NULL,1,17257,17257,1,1733,325790Vi8904,NULL,7.28,0.5824,0.182,8.0444,NULL,12-05-2007
58740,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58740,NULL,10-4030-015246,15246,NULL,4,29698,29698,1,NULL,NULL,NULL,21.98,1.7584,0.5495,24.2879,NULL,12-05-2007
58741,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58741,NULL,10-4030-020354,20354,NULL,6,27252,27252,1,15053,326169Vi77896,10052,32.22,2.5776,0.8055,35.6031,NULL,12-05-2007
58742,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58742,NULL,10-4030-019045,19045,NULL,7,20852,20852,1,1655,426309Vi8506,NULL,48.97,3.9176,1.2243,54.1119,NULL,12-05-2007
58743,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58743,NULL,10-4030-018154,18154,NULL,8,18201,18201,1,13734,1126403Vi71168,NULL,66.44,5.3152,1.661,73.4162,NULL,12-05-2007
58744,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58744,NULL,10-4030-015447,15447,NULL,7,16695,16695,1,10414,327076Vi53717,NULL,24.99,1.9992,0.6248,27.614,NULL,12-05-2007
58745,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58745,NULL,10-4030-025682,25682,NULL,10,15241,15241,1,18631,627371Vi96804,10055,38.98,3.1184,0.9745,43.0729,NULL,12-05-2007
58746,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58746,NULL,10-4030-020903,20903,NULL,8,21953,21953,1,17872,1127656Vi92733,NULL,69.97,5.5976,1.7493,77.3169,NULL,12-05-2007
58747,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58747,NULL,10-4030-026391,26391,NULL,7,16520,16520,1,12051,327964Vi62293,NULL,68.97,5.5176,1.7243,76.2119,NULL,12-05-2007
58748,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58748,NULL,10-4030-024691,24691,NULL,8,19725,19725,1,15163,827973Vi78422,NULL,3.99,0.3192,0.0998,4.409,NULL,12-05-2007
58749,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58749,NULL,10-4030-017810,17810,NULL,10,16916,16916,1,866,629365Vi4400,10055,13.98,1.1184,0.3495,15.4479,NULL,12-05-2007
58750,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58750,NULL,10-4030-018674,18674,NULL,6,16543,16543,1,7337,1029850Vi38065,10052,21.98,1.7584,0.5495,24.2879,NULL,12-05-2007
58751,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58751,NULL,10-4030-014872,14872,NULL,1,12898,12898,1,6654,829859Vi34648,NULL,71.97,5.7576,1.7993,79.5269,NULL,12-05-2007
58752,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58752,NULL,10-4030-015943,15943,NULL,6,23166,23166,1,11603,330034Vi59953,10052,81.46,6.5168,2.0365,90.0133,NULL,12-05-2007
58753,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58753,NULL,10-4030-012538,12538,NULL,8,24251,24251,1,7097,230071Vi36812,NULL,8.99,0.7192,0.2248,9.934,NULL,12-05-2007
58754,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58754,NULL,10-4030-020377,20377,NULL,1,24506,24506,1,13344,535920Vi69191,NULL,2443.35,195.468,61.0838,2699.9018,NULL,12-05-2007
58755,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58755,NULL,10-4030-017042,17042,NULL,1,27461,27461,1,16554,1136130Vi85733,NULL,1735.98,138.8784,43.3995,1918.2579,NULL,12-05-2007
58756,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58756,NULL,10-4030-017144,17144,NULL,1,14496,14496,1,17826,836140Vi92485,NULL,1891.26,151.3008,47.2815,2089.8423,NULL,12-05-2007
58757,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58757,NULL,10-4030-017029,17029,NULL,4,14059,14059,1,10294,1136171Vi53125,NULL,1759.97,140.7976,43.9993,1944.7669,NULL,12-05-2007
58758,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58758,NULL,10-4030-011705,11705,NULL,4,17522,17522,1,17347,437146Vi90125,NULL,2362.27,188.9816,59.0568,2610.3084,NULL,12-05-2007
58759,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58759,NULL,10-4030-013243,13243,NULL,1,20593,20593,1,7102,1137150Vi36850,NULL,2329.98,186.3984,58.2495,2574.6279,NULL,12-05-2007
58760,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58760,NULL,10-4030-013369,13369,NULL,1,17130,17130,1,318,237430Vi1620,NULL,2334.98,186.7984,58.3745,2580.1529,NULL,12-05-2007
58761,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58761,NULL,10-4030-013325,13325,NULL,4,13683,13683,1,4326,937454Vi22712,NULL,2376.96,190.1568,59.424,2626.5408,NULL,12-05-2007
58762,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58762,NULL,10-4030-014305,14305,NULL,9,18373,18373,1,3429,1038086Vi18069,10050,806.76,64.5408,20.169,891.4698,NULL,12-05-2007
58763,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58763,NULL,10-4030-021000,21000,NULL,9,17366,17366,1,11076,638578Vi57150,10050,539.99,43.1992,13.4998,596.689,NULL,12-05-2007
58764,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58764,NULL,10-4030-022402,22402,NULL,9,16097,16097,1,12760,438994Vi65973,10050,539.99,43.1992,13.4998,596.689,NULL,12-05-2007
58765,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58765,NULL,10-4030-029300,29300,NULL,9,20070,20070,1,2927,639003Vi15258,10050,2419.06,193.5248,60.4765,2673.0613,NULL,12-05-2007
58766,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58766,NULL,10-4030-011052,11052,NULL,9,24347,24347,1,15531,1139008Vi80238,10050,2419.06,193.5248,60.4765,2673.0613,NULL,12-05-2007
58767,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58767,NULL,10-4030-019785,19785,NULL,9,28422,28422,1,16484,839390Vi85331,10050,2498.34,199.8672,62.4585,2760.6657,NULL,12-05-2007
58768,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58768,NULL,10-4030-029004,29004,NULL,4,27974,27974,1,4901,139946Vi25720,NULL,742.35,59.388,18.5588,820.2968,NULL,12-05-2007
58769,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58769,NULL,10-4030-020032,20032,NULL,1,13675,13675,1,4841,1241769Vi25422,NULL,1120.49,89.6392,28.0123,1238.1415,NULL,12-05-2007
58770,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58770,NULL,10-4030-020068,20068,NULL,4,17265,17265,1,8877,1141774Vi45780,NULL,1120.49,89.6392,28.0123,1238.1415,NULL,12-05-2007
58771,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58771,NULL,10-4030-023779,23779,NULL,10,18862,18862,1,17375,342156Vi90248,10055,1147.77,91.8216,28.6943,1268.2859,NULL,12-05-2007
58772,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58772,NULL,10-4030-013408,13408,NULL,10,12003,12003,1,12355,542924Vi63915,10055,2393.06,191.4448,59.8265,2644.3313,NULL,12-05-2007
58773,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58773,NULL,10-4030-028403,28403,NULL,10,22047,22047,1,67,742953Vi320,10055,2419.06,193.5248,60.4765,2673.0613,NULL,12-05-2007
58774,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58774,NULL,10-4030-013253,13253,NULL,10,13519,13519,1,692,1242956Vi3565,10055,2398.05,191.844,59.9513,2649.8453,NULL,12-05-2007
58775,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58775,NULL,10-4030-015927,15927,NULL,8,17794,17794,1,149,1242957Vi794,NULL,2419.06,193.5248,60.4765,2673.0613,NULL,12-05-2007
58776,3,11/28/2007,12-10-2007,12-05-2007,5,1,SO58776,NULL,10-4030-012991,12991,NULL,9,27483,27483,1,11208,643333Vi57823,10050,1237.82,99.0256,30.9455,1367.7911,NULL,12-05-2007
58777,3,11/29/2007,12-11-2007,12-06-2007,5,1,SO58777,NULL,10-4030-011887,11887,NULL,4,28025,28025,1,6100,916800Vi31729,NULL,7.95,0.636,0.1988,8.7848,NULL,12-06-2007
58778,3,11/29/2007,12-11-2007,12-06-2007,5,1,SO58778,NULL,10-4030-017054,17054,NULL,9,29495,29495,1,NULL,NULL,10061,29.99,2.3992,0.7498,33.139,NULL,12-06-2007
58779,3,11/29/2007,12-11-2007,12-06-2007,5,1,SO58779,NULL,10-4030-021972,21972,NULL,9,14820,14820,1,16873,517643Vi87485,10061,40.23,3.2184,1.0058,44.4542,NULL,12-06-2007
58780,3,11/29/2007,12-11-2007,12-06-2007,5,1,SO58780,NULL,10-4030-021952,21952,NULL,9,15185,15185,1,9009,1017645Vi46494,10061,99.47,7.9576,2.4868,109.9144,NULL,12-06-2007
58781,3,11/29/2007,12-11-2007,12-06-2007,5,1,SO58781,NULL,10-4030-013048,13048,NULL,9,21856,21856,1,18105,218765Vi93899,10061,83.97,6.7176,2.0993,92.7869,NULL,12-06-2007
