SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID,SalesPersonID,TerritoryID,BillToAddressID,ShipToAddressID,ShipMethodID,CreditCardID,CreditCardApprovalCode,CurrencyRateID,SubTotal,TaxAmt,Freight,TotalDue,Comment,ModifiedDate
SO63696,NULL,10-4030-022320,22320,NULL,10,23836,23836,1,8546,619635Vi44204,10836,1735.98,138.8784,43.3995,1918.2579,NULL,02/14/08,,,,,,,
SO63697,NULL,10-4030-017891,17891,NULL,7,17573,17573,1,17485,419639Vi90824,NULL,1735.98,138.8784,43.3995,1918.2579,NULL,02/14/08,,,,,,,
SO63698,NULL,10-4030-022416,22416,NULL,10,19497,19497,1,13016,119640Vi67334,10836,1764.96,141.1968,44.124,1950.2808,NULL,02/14/08,,,,,,,
SO63699,NULL,10-4030-017940,17940,NULL,8,13233,13233,1,11327,1219642Vi58410,NULL,1700.99,136.0792,42.5248,1879.594,NULL,02/14/08,,,,,,,
SO63700,NULL,10-4030-016277,16277,NULL,10,20463,20463,1,757,919872Vi3871,10836,828.47,66.2776,20.7118,915.4594,NULL,02/14/08,,,,,,,
SO63701,NULL,10-4030-013680,13680,NULL,10,16926,16926,1,1971,920289Vi10275,10836,2369.97,189.5976,59.2493,2618.8169,NULL,02/14/08,,,,,,,
SO63702,NULL,10-4030-017209,17209,NULL,8,17447,17447,1,10788,120302Vi55663,NULL,2354.98,188.3984,58.8745,2602.2529,NULL,02/14/08,,,,,,,
SO63703,NULL,10-4030-013661,13661,NULL,10,25143,25143,1,19068,720335Vi99060,10836,2334.97,186.7976,58.3743,2580.1419,NULL,02/14/08,,,,,,,
SO63704,NULL,10-4030-012265,12265,NULL,7,26417,26417,1,1171,1020344Vi5937,NULL,2385.95,190.876,59.6488,2636.4748,NULL,02/14/08,,,,,,,
SO63705,NULL,10-4030-011185,11185,NULL,6,21639,21639,1,5475,421087Vi28705,10833,27.28,2.1824,0.682,30.1444,NULL,02/14/08,,,,,,,
SO63706,NULL,10-4030-011500,11500,NULL,6,21707,21707,1,11770,1021352Vi60859,10833,38.98,3.1184,0.9745,43.0729,NULL,02/14/08,,,,,,,
SO63707,NULL,10-4030-026522,26522,NULL,1,26856,26856,1,1645,1222337Vi8457,NULL,24.99,1.9992,0.6248,27.614,NULL,02/14/08,,,,,,,
SO63708,NULL,10-4030-022070,22070,NULL,4,14042,14042,1,14615,923173Vi75790,NULL,14.98,1.1984,0.3745,16.5529,NULL,02/14/08,,,,,,,
SO63709,NULL,10-4030-014566,14566,NULL,6,19087,19087,1,5234,323675Vi27377,10833,78.96,6.3168,1.974,87.2508,NULL,02/14/08,,,,,,,
SO63710,NULL,10-4030-021243,21243,NULL,4,24225,24225,1,5579,523917Vi29220,NULL,14.98,1.1984,0.3745,16.5529,NULL,02/14/08,,,,,,,
SO63711,NULL,10-4030-018981,18981,NULL,4,17460,17460,1,15507,524187Vi80113,NULL,78.98,6.3184,1.9745,87.2729,NULL,02/14/08,,,,,,,
SO63712,NULL,10-4030-018473,18473,NULL,4,24450,24450,1,586,324499Vi3023,NULL,127.28,10.1824,3.182,140.6444,NULL,02/14/08,,,,,,,
SO63713,NULL,10-4030-015270,15270,NULL,1,17570,17570,1,10655,125668Vi54908,NULL,39.98,3.1984,0.9995,44.1779,NULL,02/14/08,,,,,,,
SO63714,NULL,10-4030-019541,19541,NULL,6,11795,11795,1,15380,1125907Vi79435,10833,98.96,7.9168,2.474,109.3508,NULL,02/14/08,,,,,,,
SO63715,NULL,10-4030-022366,22366,NULL,6,15481,15481,1,6612,425923Vi34390,10833,56.97,4.5576,1.4243,62.9519,NULL,02/14/08,,,,,,,
SO63716,NULL,10-4030-013757,13757,NULL,1,15925,15925,1,2320,1126158Vi12123,NULL,86.96,6.9568,2.174,96.0908,NULL,02/14/08,,,,,,,
SO63717,NULL,10-4030-013371,13371,NULL,1,11917,11917,1,8871,126630Vi45759,NULL,71.97,5.7576,1.7993,79.5269,NULL,02/14/08,,,,,,,
SO63718,NULL,10-4030-013512,13512,NULL,7,28795,28795,1,6476,526673Vi33597,NULL,69.99,5.5992,1.7498,77.339,NULL,02/14/08,,,,,,,
SO63719,NULL,10-4030-012509,12509,NULL,7,24771,24771,1,14109,1026800Vi73173,NULL,32.6,2.608,0.815,36.023,NULL,02/14/08,,,,,,,
SO63720,NULL,10-4030-019251,19251,NULL,8,28593,28593,1,11295,1027170Vi58241,NULL,27.28,2.1824,0.682,30.1444,NULL,02/14/08,,,,,,,
SO63721,NULL,10-4030-017749,17749,NULL,7,26537,26537,1,11881,827846Vi61378,NULL,69.97,5.5976,1.7493,77.3169,NULL,02/14/08,,,,,,,
SO63722,NULL,10-4030-012729,12729,NULL,10,15235,15235,1,11429,828343Vi58944,10836,36.27,2.9016,0.9068,40.0784,NULL,02/14/08,,,,,,,
SO63723,NULL,10-4030-025316,25316,NULL,7,14621,14621,1,4192,328700Vi22046,NULL,4.99,0.3992,0.1248,5.514,NULL,02/14/08,,,,,,,
SO63724,NULL,10-4030-018186,18186,NULL,10,23165,23165,1,8466,628961Vi43798,10836,53.96,4.3168,1.349,59.6258,NULL,02/14/08,,,,,,,
SO63725,NULL,10-4030-011187,11187,NULL,1,29563,29563,1,NULL,NULL,NULL,39.99,3.1992,0.9998,44.189,NULL,02/14/08,,,,,,,
SO63726,NULL,10-4030-015847,15847,NULL,6,13283,13283,1,13966,429717Vi72435,10833,85.48,6.8384,2.137,94.4554,NULL,02/14/08,,,,,,,
SO63727,NULL,10-4030-016022,16022,NULL,1,13994,13994,1,17116,1136127Vi88872,NULL,589.96,47.1968,14.749,651.9058,NULL,02/14/08,,,,,,,
SO63728,NULL,10-4030-015364,15364,NULL,1,21996,21996,1,11228,737097Vi57903,NULL,2400.95,192.076,60.0238,2653.0498,NULL,02/14/08,,,,,,,
SO63729,NULL,10-4030-015367,15367,NULL,1,20608,20608,1,9879,137100Vi50887,NULL,2394.97,191.5976,59.8743,2646.4419,NULL,02/14/08,,,,,,,
SO63730,NULL,10-4030-015321,15321,NULL,4,13245,13245,1,10050,537112Vi51745,NULL,2329.99,186.3992,58.2498,2574.639,NULL,02/14/08,,,,,,,
SO63731,NULL,10-4030-027004,27004,NULL,8,28280,28280,1,4663,1038027Vi24462,NULL,1264.84,101.1872,31.621,1397.6482,NULL,02/14/08,,,,,,,
SO63732,NULL,10-4030-015041,15041,NULL,9,17482,17482,1,3358,738133Vi17699,10831,1754.98,140.3984,43.8745,1939.2529,NULL,02/14/08,,,,,,,
SO63733,NULL,10-4030-017909,17909,NULL,9,23076,23076,1,17620,938475Vi91459,10831,1183.47,94.6776,29.5868,1307.7344,NULL,02/14/08,,,,,,,
SO63734,NULL,10-4030-024162,24162,NULL,9,18348,18348,1,18408,138867Vi95624,10831,561.48,44.9184,14.037,620.4354,NULL,02/14/08,,,,,,,
SO63735,NULL,10-4030-025108,25108,NULL,9,28124,28124,1,2684,438876Vi13950,10831,1198.97,95.9176,29.9743,1324.8619,NULL,02/14/08,,,,,,,
SO63736,NULL,10-4030-011995,11995,NULL,9,11930,11930,1,11342,739871Vi58477,10831,2405.47,192.4376,60.1368,2658.0444,NULL,02/14/08,,,,,,,
SO63737,NULL,10-4030-011034,11034,NULL,9,18711,18711,1,4693,139877Vi24602,10831,2294.99,183.5992,57.3748,2535.964,NULL,02/14/08,,,,,,,
SO63738,NULL,10-4030-014030,14030,NULL,9,23537,23537,1,2240,239904Vi11742,10831,2414.99,193.1992,60.3748,2668.564,NULL,02/14/08,,,,,,,
SO63739,NULL,10-4030-025866,25866,NULL,1,21939,21939,1,1085,840387Vi5404,NULL,1228.83,98.3064,30.7208,1357.8572,NULL,02/14/08,,,,,,,
SO63740,NULL,10-4030-013440,13440,NULL,6,19818,19818,1,8288,440416Vi42943,10833,2438.06,195.0448,60.9515,2694.0563,NULL,02/14/08,,,,,,,
SO63741,NULL,10-4030-026114,26114,NULL,4,23472,23472,1,15806,1040700Vi81710,NULL,2453.04,196.2432,61.326,2710.6092,NULL,02/14/08,,,,,,,
SO63742,NULL,10-4030-020677,20677,NULL,4,17920,17920,1,19194,141327Vi99731,NULL,1184.46,94.7568,29.6115,1308.8283,NULL,02/14/08,,,,,,,
SO63743,NULL,10-4030-017608,17608,NULL,1,23700,23700,1,18092,341693Vi93836,NULL,1700.99,136.0792,42.5248,1879.594,NULL,02/14/08,,,,,,,
SO63744,NULL,10-4030-017615,17615,NULL,1,16221,16221,1,8188,341697Vi42442,NULL,1763.97,141.1176,44.0993,1949.1869,NULL,02/14/08,,,,,,,
SO63745,NULL,10-4030-017661,17661,NULL,4,20317,20317,1,2793,1141708Vi14551,NULL,1709.98,136.7984,42.7495,1889.5279,NULL,02/14/08,,,,,,,
SO63746,NULL,10-4030-023903,23903,NULL,8,11900,11900,1,9111,842351Vi47008,NULL,539.99,43.1992,13.4998,596.689,NULL,02/14/08,,,,,,,
SO63747,NULL,10-4030-023982,23982,NULL,8,14291,14291,1,16292,1142646Vi84238,NULL,548.98,43.9184,13.7245,606.6229,NULL,02/14/08,,,,,,,
SO63748,NULL,10-4030-011250,11250,NULL,10,11546,11546,1,15638,342649Vi80825,10836,589.96,47.1968,14.749,651.9058,NULL,02/14/08,,,,,,,
SO63749,NULL,10-4030-016206,16206,NULL,8,20086,20086,1,18452,442861Vi95818,NULL,2419.06,193.5248,60.4765,2673.0613,NULL,02/14/08,,,,,,,
SO63750,NULL,10-4030-011988,11988,NULL,9,29024,29024,1,7678,943124Vi39757,10831,2393.06,191.4448,59.8265,2644.3313,NULL,02/14/08,,,,,,,
SO63751,NULL,10-4030-011989,11989,NULL,9,25663,25663,1,8070,243125Vi41819,10831,2384.07,190.7256,59.6018,2634.3974,NULL,02/14/08,,,,,,,
SO63752,NULL,10-4030-029088,29088,NULL,9,21005,21005,1,9957,243129Vi51212,10831,756.33,60.5064,18.9083,835.7447,NULL,02/14/08,,,,,,,
SO63753,NULL,10-4030-023993,23993,NULL,9,24590,24590,1,2525,143530Vi13175,10831,628.97,50.3176,15.7243,695.0119,NULL,02/14/08,,,,,,,
SO63754,NULL,10-4030-023998,23998,NULL,9,19775,19775,1,11468,543535Vi59157,10831,574.98,45.9984,14.3745,635.3529,NULL,02/14/08,,,,,,,
SO63755,NULL,10-4030-012010,12010,NULL,9,11727,11727,1,6952,843544Vi36169,10831,2443.55,195.484,61.0888,2700.1228,NULL,02/14/08,,,,,,,
SO63756,NULL,10-4030-012039,12039,NULL,9,26110,26110,1,857,1143545Vi4345,10831,2443.55,195.484,61.0888,2700.1228,NULL,02/14/08,,,,,,,
SO63757,NULL,10-4030-014147,14147,NULL,8,23686,23686,1,213,316615Vi1087,NULL,819.48,65.5584,20.487,905.5254,NULL,02/15/08,,,,,,,
SO63758,NULL,10-4030-020621,20621,NULL,9,19701,19701,1,14073,316631Vi72983,10842,2539.42,203.1536,63.4855,2806.0591,NULL,02/15/08,,,,,,,
SO63759,NULL,10-4030-015025,15025,NULL,9,19765,19765,1,11677,1116826Vi60388,10842,24.99,1.9992,0.6248,27.614,NULL,02/15/08,,,,,,,
SO63760,NULL,10-4030-016606,16606,NULL,9,24680,24680,1,13547,117400Vi70209,10842,32.28,2.5824,0.807,35.6694,NULL,02/15/08,,,,,,,
SO63761,NULL,10-4030-024380,24380,NULL,9,18112,18112,1,6219,1117932Vi32314,10842,4.99,0.3992,0.1248,5.514,NULL,02/15/08,,,,,,,
SO63762,NULL,10-4030-012665,12665,NULL,9,23364,23364,1,8141,718240Vi42185,10842,7.28,0.5824,0.182,8.0444,NULL,02/15/08,,,,,,,
SO63763,NULL,10-4030-014998,14998,NULL,7,26360,26360,1,1120,1219373Vi5646,NULL,614.96,49.1968,15.374,679.5308,NULL,02/15/08,,,,,,,
SO63764,NULL,10-4030-020060,20060,NULL,10,21035,21035,1,8865,119705Vi45741,10847,2443.35,195.468,61.0838,2699.9018,NULL,02/15/08,,,,,,,
SO63765,NULL,10-4030-016513,16513,NULL,7,14594,14594,1,137,519710Vi736,NULL,2487.89,199.0312,62.1973,2749.1185,NULL,02/15/08,,,,,,,
SO63766,NULL,10-4030-016260,16260,NULL,10,24144,24144,1,4204,1019863Vi22134,10847,819.46,65.5568,20.4865,905.5033,NULL,02/15/08,,,,,,,
SO63767,NULL,10-4030-014167,14167,NULL,8,24627,24627,1,17533,319873Vi91053,NULL,828.47,66.2776,20.7118,915.4594,NULL,02/15/08,,,,,,,
SO63768,NULL,10-4030-017199,17199,NULL,8,26990,26990,1,1131,220294Vi5718,NULL,2397.95,191.836,59.9488,2649.7348,NULL,02/15/08,,,,,,,
SO63769,NULL,10-4030-011747,11747,NULL,1,20551,20551,1,14447,120521Vi74898,NULL,53.99,4.3192,1.3498,59.659,NULL,02/15/08,,,,,,,
SO63770,NULL,10-4030-011300,11300,NULL,6,22168,22168,1,7336,1120614Vi38061,10844,2.29,0.1832,0.0573,2.5305,NULL,02/15/08,,,,,,,
SO63771,NULL,10-4030-011300,11300,NULL,6,22168,22168,1,7336,1120815Vi38061,10844,28.48,2.2784,0.712,31.4704,NULL,02/15/08,,,,,,,
SO63772,NULL,10-4030-026476,26476,NULL,4,14216,14216,1,17539,421529Vi91074,NULL,30.48,2.4384,0.762,33.6804,NULL,02/15/08,,,,,,,
SO63773,NULL,10-4030-025255,25255,NULL,4,14961,14961,1,8056,1222062Vi41746,NULL,32.6,2.608,0.815,36.023,NULL,02/15/08,,,,,,,
SO63774,NULL,10-4030-024822,24822,NULL,4,18269,18269,1,3472,1022246Vi18304,NULL,195.59,15.6472,4.8898,216.127,NULL,02/15/08,,,,,,,
SO63775,NULL,10-4030-023207,23207,NULL,4,13539,13539,1,11077,222748Vi57152,NULL,29.99,2.3992,0.7498,33.139,NULL,02/15/08,,,,,,,
SO63776,NULL,10-4030-022721,22721,NULL,1,21336,21336,1,8433,1123007Vi43662,NULL,37.27,2.9816,0.9318,41.1834,NULL,02/15/08,,,,,,,
SO63777,NULL,10-4030-021164,21164,NULL,4,24887,24887,1,10542,1023605Vi54326,NULL,68.97,5.5176,1.7243,76.2119,NULL,02/15/08,,,,,,,
SO63778,NULL,10-4030-021463,21463,NULL,4,25011,25011,1,13979,123755Vi72511,NULL,23.97,1.9176,0.5993,26.4869,NULL,02/15/08,,,,,,,
SO63779,NULL,10-4030-019720,19720,NULL,1,18698,18698,1,1114,424043Vi5592,NULL,78.98,6.3184,1.9745,87.2729,NULL,02/15/08,,,,,,,
SO63780,NULL,10-4030-018382,18382,NULL,6,20304,20304,1,811,624366Vi4098,10844,132.97,10.6376,3.3243,146.9319,NULL,02/15/08,,,,,,,
SO63781,NULL,10-4030-020094,20094,NULL,4,29775,29775,1,NULL,NULL,NULL,13.98,1.1184,0.3495,15.4479,NULL,02/15/08,,,,,,,
SO63782,NULL,10-4030-017172,17172,NULL,4,25840,25840,1,4277,224860Vi22470,NULL,68.49,5.4792,1.7123,75.6815,NULL,02/15/08,,,,,,,
SO63783,NULL,10-4030-014027,14027,NULL,1,24988,24988,1,8796,626063Vi45407,NULL,21.98,1.7584,0.5495,24.2879,NULL,02/15/08,,,,,,,
SO63784,NULL,10-4030-028384,28384,NULL,7,20955,20955,1,14450,726760Vi74923,NULL,67.59,5.4072,1.6898,74.687,NULL,02/15/08,,,,,,,
SO63785,NULL,10-4030-020889,20889,NULL,10,24995,24995,1,2289,527089Vi12004,10847,69.97,5.5976,1.7493,77.3169,NULL,02/15/08,,,,,,,
SO63786,NULL,10-4030-024574,24574,NULL,10,25729,25729,1,3149,727998Vi16530,10847,98.96,7.9168,2.474,109.3508,NULL,02/15/08,,,,,,,
SO63787,NULL,10-4030-011697,11697,NULL,4,14072,14072,1,9276,229422Vi47859,NULL,89.98,7.1984,2.2495,99.4279,NULL,02/15/08,,,,,,,
SO63788,NULL,10-4030-011941,11941,NULL,1,25058,25058,1,2563,329501Vi13367,NULL,39.99,3.1992,0.9998,44.189,NULL,02/15/08,,,,,,,
SO63789,NULL,10-4030-013534,13534,NULL,10,15121,15121,1,6348,729985Vi32956,10847,49.97,3.9976,1.2493,55.2169,NULL,02/15/08,,,,,,,
SO63790,NULL,10-4030-013609,13609,NULL,10,15435,15435,1,16103,230701Vi83278,10847,9.99,0.7992,0.2498,11.039,NULL,02/15/08,,,,,,,
SO63791,NULL,10-4030-015483,15483,NULL,4,19900,19900,1,3658,936737Vi19296,NULL,2337.27,186.9816,58.4318,2582.6834,NULL,02/15/08,,,,,,,
SO63792,NULL,10-4030-012771,12771,NULL,4,20249,20249,1,5509,137102Vi28864,NULL,2329.98,186.3984,58.2495,2574.6279,NULL,02/15/08,,,,,,,
SO63793,NULL,10-4030-016654,16654,NULL,6,11646,11646,1,7589,237370Vi39314,10844,2304.98,184.3984,57.6245,2547.0029,NULL,02/15/08,,,,,,,
SO63794,NULL,10-4030-028696,28696,NULL,10,22797,22797,1,18848,537976Vi97921,10847,2428.05,194.244,60.7013,2682.9953,NULL,02/15/08,,,,,,,
SO63795,NULL,10-4030-015354,15354,NULL,10,29566,29566,1,NULL,NULL,10847,2393.06,191.4448,59.8265,2644.3313,NULL,02/15/08,,,,,,,
SO63796,NULL,10-4030-024004,24004,NULL,9,12859,12859,1,3458,338854Vi18224,10842,562.96,45.0368,14.074,622.0708,NULL,02/15/08,,,,,,,
SO63797,NULL,10-4030-024163,24163,NULL,9,14403,14403,1,8218,938870Vi42586,10842,574.98,45.9984,14.3745,635.3529,NULL,02/15/08,,,,,,,
SO63798,NULL,10-4030-025242,25242,NULL,9,26866,26866,1,6438,738918Vi33434,10842,1120.49,89.6392,28.0123,1238.1415,NULL,02/15/08,,,,,,,
SO63799,NULL,10-4030-021173,21173,NULL,9,29436,29436,1,NULL,NULL,10842,2478.34,198.2672,61.9585,2738.5657,NULL,02/15/08,,,,,,,
SO63800,NULL,10-4030-013971,13971,NULL,9,13824,13824,1,7148,1039902Vi37093,10842,2309.97,184.7976,57.7493,2552.5169,NULL,02/15/08,,,,,,,
SO63801,NULL,10-4030-014020,14020,NULL,9,15348,15348,1,10517,439903Vi54183,10842,2322.28,185.7824,58.057,2566.1194,NULL,02/15/08,,,,,,,
SO63802,NULL,10-4030-026623,26623,NULL,1,11822,11822,1,14265,1140208Vi73979,NULL,792.34,63.3872,19.8085,875.5357,NULL,02/15/08,,,,,,,
SO63803,NULL,10-4030-026490,26490,NULL,4,22284,22284,1,6422,1240683Vi33324,NULL,2419.06,193.5248,60.4765,2673.0613,NULL,02/15/08,,,,,,,
SO63804,NULL,10-4030-026201,26201,NULL,4,23177,23177,1,12634,640703Vi65364,NULL,2427.04,194.1632,60.676,2681.8792,NULL,02/15/08,,,,,,,
SO63805,NULL,10-4030-024739,24739,NULL,4,23347,23347,1,6509,540735Vi33805,NULL,2453.04,196.2432,61.326,2710.6092,NULL,02/15/08,,,,,,,
SO63806,NULL,10-4030-023355,23355,NULL,4,23940,23940,1,9235,641161Vi47626,NULL,603.49,48.2792,15.0873,666.8565,NULL,02/15/08,,,,,,,
SO63807,NULL,10-4030-023356,23356,NULL,4,28713,28713,1,15458,141162Vi79838,NULL,588.96,47.1168,14.724,650.8008,NULL,02/15/08,,,,,,,
SO63808,NULL,10-4030-023082,23082,NULL,4,26770,26770,1,652,941168Vi3357,NULL,603.49,48.2792,15.0873,666.8565,NULL,02/15/08,,,,,,,
SO63809,NULL,10-4030-021342,21342,NULL,4,17501,17501,1,4483,341679Vi23486,NULL,1155.48,92.4384,28.887,1276.8054,NULL,02/15/08,,,,,,,
SO63810,NULL,10-4030-017574,17574,NULL,4,24634,24634,1,13990,341686Vi72570,NULL,1709.98,136.7984,42.7495,1889.5279,NULL,02/15/08,,,,,,,
SO63811,NULL,10-4030-017617,17617,NULL,4,13007,13007,1,16150,541698Vi83548,NULL,1754.98,140.3984,43.8745,1939.2529,NULL,02/15/08,,,,,,,
SO63812,NULL,10-4030-017660,17660,NULL,4,13373,13373,1,7307,241706Vi37930,NULL,1714.97,137.1976,42.8743,1895.0419,NULL,02/15/08,,,,,,,
SO63813,NULL,10-4030-017568,17568,NULL,4,15990,15990,1,14451,741733Vi74927,NULL,1714.97,137.1976,42.8743,1895.0419,NULL,02/15/08,,,,,,,
SO63814,NULL,10-4030-028405,28405,NULL,8,11985,11985,1,17390,942093Vi90340,NULL,1155.48,92.4384,28.887,1276.8054,NULL,02/15/08,,,,,,,
SO63815,NULL,10-4030-022612,22612,NULL,7,16713,16713,1,16961,942654Vi87966,NULL,561.92,44.9536,14.048,620.9216,NULL,02/15/08,,,,,,,
SO63816,NULL,10-4030-022626,22626,NULL,7,19801,19801,1,6178,442655Vi32117,NULL,565.47,45.2376,14.1368,624.8444,NULL,02/15/08,,,,,,,
SO63817,NULL,10-4030-011952,11952,NULL,9,19867,19867,1,3243,443112Vi17056,10842,2398.05,191.844,59.9513,2649.8453,NULL,02/15/08,,,,,,,
